102030 ,201501,20150129,,10
102030 ,201501,20150130,,9
102030 ,201502,20150204,1,25
102030 ,201502,20150205,,3
102030 ,201502,20150212,,2
102030 ,201502,20150213,1,18
102030 ,201502,20150218,,15
102030 ,201502,20150219,,2
102030 ,201503,20150305,3,47
102052 ,201501,20150102,5,69
102052 ,201501,20150103,1,10
102052 ,201501,20150105,5,83
102052 ,201501,20150106,1,37
102052 ,201501,20150107,1,29
102052 ,201501,20150108,3,59
102052 ,201501,20150109,2,39
102052 ,201501,20150112,,20
102052 ,201501,20150113,,12
102052 ,201501,20150114,11,144
102052 ,201501,20150115,,14
102052 ,201501,20150116,1,44
102052 ,201501,20150117,,24
102052 ,201501,20150119,,25
102052 ,201501,20150120,1,49
102052 ,201501,20150121,8,84
102052 ,201501,20150122,,26
102052 ,201501,20150126,2,45
102052 ,201501,20150127,5,111
102052 ,201501,20150128,1,6
102052 ,201501,20150129,,23
102052 ,201501,20150130,2,50
102052 ,201502,20150202,2,45
102052 ,201502,20150203,15,167
102052 ,201502,20150204,2,28
102052 ,201502,20150205,5,37
102052 ,201502,20150206,1,20
102052 ,201502,20150209,,10
102052 ,201502,20150210,1,41
102052 ,201502,20150211,4,45
102052 ,201502,20150212,1,30
102052 ,201502,20150213,,28
102052 ,201502,20150214,1,20
102052 ,201502,20150216,2,21
102052 ,201502,20150217,4,50
102052 ,201502,20150223,1,13
102052 ,201502,20150224,3,81
102052 ,201502,20150225,,21
102052 ,201502,20150226,,42
102052 ,201502,20150227,4,45
102052 ,201503,20150302,2,64
102052 ,201503,20150303,,24
102052 ,201503,20150304,1,34
102052 ,201503,20150306,3,38
102052 ,201503,20150307,1,32
102052 ,201503,20150308,3,26
102059 ,201501,20150102,3,43
102059 ,201501,20150105,4,48
102059 ,201501,20150106,1,52
102059 ,201501,20150107,,36
102059 ,201501,20150108,1,16
102059 ,201501,20150109,,16
102059 ,201501,20150110,,20
102059 ,201501,20150112,,37
102059 ,201501,20150113,1,60
102059 ,201501,20150114,,22
102059 ,201501,20150115,,41
102059 ,201501,20150116,6,121
102059 ,201501,20150119,1,44
102059 ,201501,20150120,2,43
102059 ,201501,20150121,1,22
102059 ,201501,20150122,2,39
102059 ,201501,20150123,1,47
102059 ,201501,20150124,2,46
102059 ,201501,20150126,,34
102059 ,201501,20150127,2,64
102059 ,201501,20150128,,25
102059 ,201501,20150129,,44
102059 ,201501,20150130,3,52
102059 ,201502,20150202,5,66
102059 ,201502,20150203,2,32
102059 ,201502,20150204,,7
102059 ,201502,20150205,1,41
102059 ,201502,20150206,,4
102059 ,201502,20150209,2,34
102059 ,201502,20150210,3,53
102059 ,201502,20150211,,28
102059 ,201502,20150213,,23
102059 ,201502,20150216,2,68
102059 ,201502,20150217,3,67
102059 ,201502,20150225,2,48
102059 ,201502,20150226,3,62
102059 ,201502,20150227,4,40
102059 ,201502,20150228,3,50
102059 ,201503,20150302,2,51
102059 ,201503,20150303,1,30
102059 ,201503,20150304,1,17
102059 ,201503,20150305,12,127
102059 ,201503,20150306,1,38
102076 ,201501,20150123,,1
102156 ,201502,20150224,1,5
102156 ,201503,20150303,,1
102163 ,201501,20150105,1,18
102163 ,201501,20150106,2,13
102163 ,201501,20150107,,17
102163 ,201501,20150109,1,14
102163 ,201501,20150110,2,17
102163 ,201501,20150112,8,83
102163 ,201501,20150113,4,43
102163 ,201501,20150114,3,42
102163 ,201501,20150115,1,17
102163 ,201501,20150116,5,60
102163 ,201501,20150117,2,23
102163 ,201501,20150119,11,53
102163 ,201501,20150120,2,18
102163 ,201501,20150121,3,11
102163 ,201501,20150122,1,4
102163 ,201501,20150123,,8
102163 ,201501,20150124,,3
102163 ,201501,20150126,8,45
102163 ,201501,20150127,1,10
102163 ,201501,20150128,2,6
102163 ,201501,20150129,4,20
102163 ,201501,20150130,1,6
102163 ,201501,20150131,16,84
102163 ,201502,20150202,21,107
102163 ,201502,20150203,1,7
102163 ,201502,20150204,12,40
102163 ,201502,20150205,13,43
102163 ,201502,20150206,6,31
102163 ,201502,20150207,25,96
102163 ,201502,20150209,9,39
102163 ,201502,20150210,7,34
102163 ,201502,20150211,7,32
102163 ,201502,20150213,16,41
102163 ,201502,20150214,8,24
102163 ,201502,20150216,7,30
102163 ,201502,20150217,,4
102191 ,201501,20150104,,2
102191 ,201501,20150126,,1
102191 ,201503,20150305,,2
102199 ,201501,20150102,,18
102199 ,201501,20150108,,11
102199 ,201501,20150117,,14
102199 ,201501,20150118,,6
102199 ,201501,20150121,,5
102199 ,201501,20150122,,6
102199 ,201501,20150123,,8
102199 ,201501,20150128,,4
102199 ,201501,20150129,2,6
102199 ,201502,20150204,12,35
102199 ,201502,20150211,2,7
102199 ,201502,20150213,3,18
102199 ,201502,20150221,12,19
102199 ,201503,20150306,7,15
102200 ,201501,20150101,,11
102200 ,201501,20150102,,3
102200 ,201501,20150114,,1
102200 ,201501,20150119,,5
102200 ,201501,20150131,,3
102200 ,201502,20150207,,1
102200 ,201503,20150305,,11
103108 ,201501,20150105,,4
103108 ,201501,20150111,,5
103108 ,201501,20150113,,4
103108 ,201501,20150115,,8
103108 ,201501,20150119,,9
103108 ,201501,20150128,,7
103108 ,201501,20150131,,8
103108 ,201502,20150201,,1
103108 ,201502,20150202,,7
103108 ,201502,20150203,,8
103108 ,201502,20150204,,2
103108 ,201502,20150205,,2
103108 ,201502,20150206,,2
103108 ,201502,20150207,,5
103108 ,201502,20150209,,8
103108 ,201502,20150211,,7
103108 ,201502,20150220,,6
103108 ,201502,20150221,,6
103108 ,201502,20150222,,5
103108 ,201502,20150223,1,9
103108 ,201502,20150225,,7
103108 ,201502,20150226,,5
103108 ,201503,20150302,,9
103108 ,201503,20150303,,7
103108 ,201503,20150304,,8
103108 ,201503,20150305,,1
103113 ,201501,20150101,,6
103113 ,201501,20150102,,1
103113 ,201501,20150105,,15
103113 ,201501,20150106,,4
103113 ,201501,20150107,,5
103113 ,201501,20150108,,2
103113 ,201501,20150109,5,29
103113 ,201501,20150112,1,15
103113 ,201501,20150114,,5
103113 ,201501,20150116,3,13
103113 ,201501,20150124,,9
103113 ,201501,20150128,,2
103113 ,201501,20150129,,7
103113 ,201502,20150207,,1
103113 ,201502,20150212,1,13
103189 ,201501,20150102,2,14
103189 ,201501,20150105,2,18
103189 ,201501,20150106,,7
103189 ,201501,20150107,3,40
103189 ,201501,20150108,2,27
103189 ,201501,20150109,2,25
103189 ,201501,20150110,1,14
103189 ,201501,20150112,3,39
103189 ,201501,20150113,1,20
103189 ,201501,20150114,,13
103189 ,201501,20150115,2,43
103189 ,201501,20150116,2,18
103189 ,201501,20150117,,1
103189 ,201501,20150119,2,32
103189 ,201501,20150120,4,39
103189 ,201501,20150121,6,6
103189 ,201501,20150122,1,13
103189 ,201501,20150123,1,9
103189 ,201501,20150124,,4
103189 ,201501,20150126,1,12
103189 ,201501,20150127,1,8
103189 ,201501,20150128,1,11
103189 ,201501,20150129,6,23
103189 ,201501,20150130,5,41
103189 ,201502,20150204,2,5
103189 ,201502,20150205,8,39
103189 ,201502,20150206,,3
103189 ,201502,20150207,1,11
103189 ,201502,20150209,8,67
